user_id,seq,type_seq
63540,"[268, 269, 20, 236, 74, 174, 55, 173, 71, 18]","[9, 7, 7, 6, 11, 9, 7, 7, 11, 7]"
38948,"[132, 268, 55, 99, 459]","[7, 9, 7, 7, 13]"
36576,"[13, 58, 338, 5, 334, 59, 316]","[8, 2, 2, 1, 1, 3, 3]"
18643,"[269, 24, 51, 25, 69, 20, 98]","[7, 7, 7, 7, 7, 7, 7]"
73500,"[123, 283, 150, 230]","[12, 7, 6, 6]"
19947,"[44, 3, 22, 515, 12, 33, 358, 120, 236, 143, 303, 139, 230, 91]","[9, 3, 11, 6, 7, 6, 6, 9, 6, 15, 16, 15, 6, 13]"
50000,"[52, 136, 107, 264]","[10, 17, 17, 9]"
39377,"[258, 44, 532, 305]","[9, 9, 9, 9]"
80018,"[20, 12, 31, 132, 491]","[7, 7, 7, 7, 12]"
20205,"[793, 820, 877, 948]","[13, 13, 13, 13]"
61925,"[130, 5, 34, 221, 261]","[11, 1, 1, 1, 5]"
31593,"[943, 944, 873, 942, 733]","[13, 13, 13, 13, 13]"
7965,"[118, 92, 15, 88, 330, 661]","[14, 15, 7, 16, 7, 14]"
59753,"[117, 189, 91, 106, 148, 43, 616]","[5, 5, 13, 5, 5, 7, 5]"
58615,"[171, 7, 277, 90]","[17, 5, 18, 9]"
4201,"[18, 47, 14, 19, 143, 7, 70, 55, 99]","[7, 7, 8, 7, 15, 5, 10, 7, 7]"
25197,"[793, 820, 877, 948]","[13, 13, 13, 13]"
50933,"[12, 50, 18, 138, 113, 171, 141, 3, 142, 429, 288, 270, 258, 9, 516, 2, 305, 123]","[7, 7, 7, 7, 12, 17, 10, 3, 15, 7, 1, 5, 9, 3, 2, 2, 9, 12]"
5350,"[18, 20, 129, 19]","[7, 7, 7, 7]"
73602,"[13, 85, 243, 319, 256, 127]","[8, 4, 10, 10, 10, 4]"
76669,"[12, 18, 628, 329, 358, 241, 98, 242, 138]","[7, 7, 6, 6, 6, 7, 7, 7, 7]"
66982,"[145, 516, 19, 150]","[7, 2, 7, 6]"
472,"[23, 43, 24, 64, 55]","[7, 7, 7, 12, 7]"
40915,"[360, 88, 204, 621]","[16, 16, 9, 16]"
29151,"[460, 187, 49, 161]","[5, 9, 9, 8]"
78211,"[16, 418, 49, 30, 44]","[9, 9, 9, 12, 9]"
13229,"[9, 647, 88, 91]","[3, 7, 16, 13]"
48898,"[207, 117, 1, 572, 543, 361]","[5, 5, 1, 5, 1, 5]"
4007,"[22, 373, 88, 74]","[11, 20, 16, 11]"
18559,"[942, 943, 944, 873, 733]","[13, 13, 13, 13, 13]"
24808,"[873, 944, 943, 942, 733]","[13, 13, 13, 13, 13]"
19844,"[94, 162, 370, 339, 14]","[3, 3, 17, 3, 8]"
31965,"[820, 877, 948, 793]","[13, 13, 13, 13]"
30669,"[793, 948, 947, 950, 949, 13, 942, 943, 873, 733, 944]","[13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13]"
18742,"[873, 942, 733, 943, 944]","[13, 13, 13, 13, 13]"
57556,"[26, 15, 431, 13, 36, 157, 73]","[7, 7, 1, 8, 11, 2, 11]"
44506,"[139, 143, 187, 204, 56]","[15, 15, 9, 9, 7]"
74937,"[18, 283, 13, 122, 177, 434]","[7, 7, 8, 11, 11, 6]"
30458,"[793, 948, 949, 947, 942, 943, 733, 873, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
20387,"[166, 18, 19, 24, 267]","[9, 7, 7, 7, 7]"
15770,"[20, 42, 272, 18, 12]","[7, 7, 7, 7, 7]"
45164,"[214, 345, 288, 85]","[9, 9, 1, 4]"
10656,"[35, 492, 176, 15]","[12, 11, 7, 7]"
22668,"[63, 336, 16, 258]","[9, 9, 9, 9]"
31972,"[826, 950, 793, 948, 949, 947, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
79837,"[883, 443, 807, 1243]","[8, 18, 8, 13]"
20116,"[793, 820, 877, 948]","[13, 13, 13, 13]"
78605,"[443, 807, 883, 898, 1243, 1265]","[18, 8, 8, 14, 13, 8]"
38519,"[230, 387, 19, 211]","[6, 9, 7, 4]"
13554,"[139, 198, 23, 21, 22, 66, 15, 230]","[15, 17, 7, 11, 11, 12, 7, 6]"
28770,"[826, 950, 793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
9621,"[361, 215, 895, 517]","[5, 12, 5, 9]"
14055,"[339, 349, 151, 181, 59, 78, 284, 193]","[3, 13, 17, 13, 3, 13, 18, 4]"
74485,"[207, 747, 526, 372]","[5, 8, 11, 18]"
9956,"[361, 817, 783, 319]","[5, 14, 14, 10]"
45258,"[46, 142, 139, 76, 86, 143, 133, 310, 146, 214, 382, 293, 370, 518, 172, 523, 160, 552]","[15, 15, 15, 3, 1, 15, 7, 9, 15, 9, 9, 7, 17, 15, 8, 19, 4, 8]"
35790,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
17275,"[793, 820, 948, 877]","[13, 13, 13, 13]"
25377,"[24, 272, 18, 564]","[7, 7, 7, 7]"
1939,"[171, 151, 4, 70, 185, 618, 127]","[17, 17, 4, 10, 10, 4, 4]"
72651,"[372, 22, 176, 152, 449, 109]","[18, 11, 7, 1, 7, 2]"
23581,"[30, 12, 49, 31, 205, 270, 112, 111, 47, 120]","[12, 7, 9, 7, 3, 5, 9, 9, 7, 9]"
2277,"[211, 63, 47, 410, 228, 243]","[4, 9, 7, 6, 5, 10]"
68476,"[387, 145, 263, 268, 55]","[9, 7, 19, 9, 7]"
27648,"[348, 285, 423, 30, 437, 531, 434, 256, 410, 247]","[7, 17, 17, 12, 4, 9, 6, 10, 6, 4]"
33977,"[640, 120, 132, 439]","[5, 9, 7, 18]"
31860,"[46, 91, 183, 309]","[15, 13, 10, 5]"
2194,"[32, 206, 147, 15]","[13, 18, 5, 7]"
49932,"[106, 120, 37, 9]","[5, 9, 12, 3]"
2529,"[149, 132, 15, 71, 629]","[7, 7, 7, 11, 8]"
23221,"[793, 948, 820, 877]","[13, 13, 13, 13]"
22472,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
57993,"[53, 42, 18, 20]","[7, 7, 7, 7]"
7503,"[184, 197, 288, 319, 516, 79, 15, 334, 55, 338, 354, 113, 484, 267, 18, 352]","[18, 9, 1, 10, 2, 1, 7, 1, 7, 2, 12, 12, 9, 7, 7, 8]"
80960,"[313, 535, 554, 294]","[7, 7, 7, 7]"
2724,"[319, 177, 354, 30, 24, 132, 12, 534]","[10, 11, 12, 12, 7, 7, 7, 7]"
41175,"[151, 388, 143, 102, 319]","[17, 5, 15, 10, 10]"
52526,"[49, 76, 12, 315, 138]","[9, 3, 7, 9, 7]"
53986,"[18, 57, 95, 374, 74, 19, 71]","[7, 5, 13, 13, 11, 7, 11]"
68454,"[5, 13, 22, 199, 45]","[1, 8, 11, 1, 1]"
49813,"[288, 572, 27, 207, 361]","[1, 5, 7, 5, 5]"
70013,"[122, 583, 63, 230, 309, 68, 159]","[11, 6, 9, 6, 5, 5, 5]"
7574,"[91, 431, 323, 196, 301, 299, 1]","[13, 1, 4, 9, 9, 1, 1]"
19017,"[92, 926, 379, 519]","[15, 19, 10, 1]"
35243,"[826, 942, 733, 943, 944, 873, 950, 793, 948, 949, 947]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
31516,"[826, 950, 793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
76076,"[336, 10, 358, 120, 30]","[9, 6, 6, 9, 12]"
80016,"[33, 10, 120, 336]","[6, 6, 9, 9]"
8985,"[24, 149, 23, 12, 18, 304, 138, 27, 19, 20, 74]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11]"
27144,"[329, 118, 236, 74, 358, 23]","[6, 14, 6, 11, 6, 7]"
56084,"[345, 49, 315, 163, 44]","[9, 9, 9, 9, 9]"
604,"[516, 222, 184, 263, 211]","[2, 19, 18, 19, 4]"
23236,"[949, 947, 948, 793, 942, 733, 944, 873, 943]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
22610,"[942, 943, 944, 873, 733]","[13, 13, 13, 13, 13]"
61373,"[143, 198, 39, 250, 32, 278, 273]","[15, 17, 12, 8, 13, 1, 20]"
42460,"[270, 121, 36, 22, 177, 13]","[5, 9, 11, 11, 11, 8]"
47459,"[207, 674, 361, 91]","[5, 7, 5, 13]"
31508,"[387, 109, 211, 299]","[9, 2, 4, 1]"
53856,"[19, 53, 55, 22]","[7, 7, 7, 11]"
54842,"[801, 139, 143, 118, 573, 68, 180, 782]","[14, 15, 15, 14, 14, 5, 5, 8]"
68482,"[53, 16, 35, 22, 347, 19]","[7, 9, 12, 11, 9, 7]"
62374,"[11, 24, 18, 470, 234, 575]","[7, 7, 7, 9, 7, 5]"
32365,"[826, 950, 793, 948, 947, 949, 942, 733, 943]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
59699,"[192, 408, 240, 13, 17, 624]","[10, 3, 13, 8, 10, 10]"
16637,"[132, 211, 272, 356, 269, 137, 33, 12, 31]","[7, 4, 7, 7, 7, 7, 6, 7, 7]"
33317,"[22, 123, 88, 84, 700, 559, 358, 214, 439, 8]","[11, 12, 16, 5, 5, 3, 6, 9, 18, 5]"
76926,"[562, 561, 61, 1261]","[5, 5, 5, 5]"
72250,"[104, 657, 48, 623, 1, 227]","[1, 1, 7, 1, 1, 1]"
41941,"[207, 379, 4, 361, 572, 117]","[5, 10, 4, 5, 5, 5]"
50569,"[13, 826, 950, 793, 947, 949, 948]","[8, 13, 13, 13, 13, 13, 13]"
7066,"[120, 113, 5, 86, 199, 46, 201, 15, 110, 529, 205, 56, 138, 55, 581, 301, 223, 109]","[9, 12, 1, 1, 1, 15, 1, 7, 12, 12, 3, 7, 7, 7, 1, 9, 1, 2]"
74220,"[24, 19, 55, 141, 43, 18, 5, 7, 15, 138, 542]","[7, 7, 7, 10, 7, 7, 1, 5, 7, 7, 7]"
63673,"[329, 100, 40, 27, 113, 121, 307, 304, 30]","[6, 9, 14, 7, 12, 9, 9, 7, 12]"
17832,"[949, 947, 948, 793, 733, 942, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
45578,"[207, 1, 543, 572, 117, 361]","[5, 1, 1, 5, 5, 5]"
57706,"[138, 18, 268, 20]","[7, 7, 9, 7]"
79001,"[138, 241, 22, 18]","[7, 7, 11, 7]"
38147,"[283, 231, 207, 439]","[7, 5, 5, 18]"
74200,"[23, 149, 12, 99, 330, 15]","[7, 7, 7, 7, 7, 7]"
30059,"[733, 943, 873, 942, 944, 950]","[13, 13, 13, 13, 13, 13]"
58638,"[268, 27, 99, 177, 18, 55, 170]","[9, 7, 7, 11, 7, 7, 7]"
22734,"[5, 79, 189, 153, 1, 201, 7, 45, 325]","[1, 1, 5, 1, 1, 1, 5, 1, 4]"
30124,"[33, 45, 19, 55, 5, 99, 74, 515, 51]","[6, 1, 7, 7, 1, 7, 11, 6, 7]"
35703,"[950, 826, 793, 948, 949, 947, 944]","[13, 13, 13, 13, 13, 13, 13]"
34232,"[12, 102, 143, 84, 741, 559, 520, 439, 14]","[7, 10, 15, 5, 5, 3, 5, 18, 8]"
30147,"[321, 19, 364, 171]","[13, 7, 17, 17]"
1941,"[270, 171, 397, 151, 395, 180, 7, 280]","[5, 17, 10, 17, 13, 5, 5, 10]"
51540,"[5, 345, 315, 139, 414, 314, 176, 187, 40, 232, 231, 228, 189, 133]","[1, 9, 9, 15, 9, 9, 7, 9, 14, 5, 5, 5, 5, 7]"
71472,"[58, 5, 141, 52, 34]","[2, 1, 10, 10, 1]"
18291,"[358, 230, 434, 551]","[6, 6, 6, 6]"
35482,"[237, 289, 183, 195, 7, 57, 358, 230, 18, 169]","[18, 4, 10, 9, 5, 5, 6, 6, 7, 7]"
17820,"[793, 877, 948, 820]","[13, 13, 13, 13]"
81455,"[113, 22, 122, 126, 30]","[12, 11, 11, 11, 12]"
52672,"[18, 12, 175, 55]","[7, 7, 7, 7]"
70584,"[14, 292, 13, 159, 414]","[8, 5, 8, 5, 9]"
35742,"[288, 5, 199, 299]","[1, 1, 1, 1]"
69895,"[308, 250, 2, 516, 172, 138, 313]","[2, 8, 2, 2, 8, 7, 7]"
24709,"[944, 873, 942, 733, 943]","[13, 13, 13, 13, 13]"
24597,"[793, 325, 820, 877, 948]","[13, 4, 13, 13, 13]"
20459,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
28088,"[826, 950, 944, 873, 942, 733, 943, 793, 948, 949, 947]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
28954,"[826, 950, 943, 944, 873, 942, 733, 793, 948, 947, 949]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
20809,"[109, 24, 98, 18]","[2, 7, 7, 7]"
59679,"[270, 77, 50, 55, 318, 142]","[5, 1, 7, 7, 21, 15]"
58633,"[58, 109, 34, 94]","[2, 2, 1, 3]"
78568,"[138, 429, 13, 241, 131]","[7, 7, 8, 7, 7]"
19330,"[942, 733, 943, 873, 944]","[13, 13, 13, 13, 13]"
70150,"[15, 23, 55, 18, 28, 19, 47]","[7, 7, 7, 7, 7, 7, 7]"
5564,"[91, 431, 194, 180, 77, 50, 523, 185, 128, 243, 49, 40, 45, 106, 368, 159, 440, 307, 133, 486]","[13, 1, 17, 5, 1, 7, 19, 10, 1, 10, 9, 14, 1, 5, 5, 5, 9, 9, 7, 9]"
25271,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
26854,"[132, 12, 138, 170, 25, 293, 53, 348, 18, 42, 149, 99, 47, 129, 24, 15, 28, 43, 22, 13, 11]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 8, 7]"
24237,"[948, 793, 949, 947, 873, 944, 943, 733, 942]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
73217,"[86, 58, 92, 265, 13, 12, 24, 211]","[1, 2, 15, 9, 8, 7, 7, 4]"
56403,"[220, 7, 316, 30]","[4, 5, 3, 12]"
26280,"[94, 211, 139, 596]","[3, 4, 15, 5]"
65399,"[573, 118, 372, 231, 526]","[14, 14, 18, 5, 11]"
50851,"[119, 68, 70, 445, 9, 94, 74, 3, 5, 182, 23]","[8, 5, 10, 10, 3, 3, 11, 3, 1, 8, 7]"
38036,"[44, 551, 358, 13]","[9, 6, 6, 8]"
36862,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
52545,"[339, 22, 176, 296]","[3, 11, 7, 3]"
17771,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
56744,"[18, 347, 19, 98, 529, 348, 12, 31, 233]","[7, 9, 7, 7, 12, 7, 7, 7, 7]"
37572,"[532, 90, 214, 44, 358, 310, 18, 12]","[9, 9, 9, 9, 6, 9, 7, 7]"
22711,"[942, 733, 943, 873, 944]","[13, 13, 13, 13, 13]"
78315,"[45, 14, 330, 120, 637]","[1, 8, 7, 9, 12]"
56172,"[24, 19, 348, 12]","[7, 7, 7, 7]"
75561,"[50, 106, 516, 195, 298]","[7, 5, 2, 9, 22]"
76814,"[449, 133, 207, 246]","[7, 7, 5, 8]"
71615,"[5, 303, 1, 88]","[1, 16, 1, 16]"
47850,"[207, 325, 237, 361]","[5, 4, 18, 5]"
72190,"[385, 315, 441, 45]","[7, 9, 13, 1]"
3714,"[42, 181, 199, 374, 304, 34, 95, 15]","[7, 13, 1, 13, 7, 1, 13, 7]"
48483,"[33, 167, 272, 230, 143]","[6, 12, 7, 6, 15]"
5580,"[90, 32, 516, 15]","[9, 13, 2, 7]"
40241,"[43, 15, 264, 18]","[7, 7, 9, 7]"
78759,"[18, 221, 132, 138]","[7, 1, 7, 7]"
53811,"[18, 31, 74, 12]","[7, 7, 11, 7]"
26934,"[12, 31, 138, 18, 24]","[7, 7, 7, 7, 7]"
33902,"[640, 123, 23, 230, 44, 439, 8, 470, 15]","[5, 12, 7, 6, 9, 18, 5, 9, 7]"
51900,"[88, 515, 230, 172, 358]","[16, 6, 6, 8, 6]"
33871,"[114, 149, 166, 67, 15, 215, 439, 8]","[18, 7, 9, 12, 7, 12, 18, 5]"
73351,"[106, 223, 4, 13]","[5, 1, 4, 8]"
81658,"[422, 545, 426, 578, 359, 228, 286, 265, 258, 114, 460, 284, 318, 184, 243, 280, 256]","[17, 17, 17, 17, 5, 5, 18, 9, 9, 18, 5, 18, 21, 18, 10, 10, 10]"
10232,"[19, 51, 170, 5, 58, 153]","[7, 7, 7, 1, 2, 1]"
54891,"[109, 21, 4, 86, 57, 1, 107, 261, 58, 516, 7, 147, 300]","[2, 11, 4, 1, 5, 1, 17, 5, 2, 2, 5, 5, 1]"
21680,"[950, 733, 942, 873, 943, 944]","[13, 13, 13, 13, 13, 13]"
7826,"[122, 240, 518, 182, 297]","[11, 13, 15, 8, 8]"
23447,"[147, 288, 55, 268, 92, 50]","[5, 1, 7, 9, 15, 7]"
47054,"[207, 543, 581, 188, 361]","[5, 1, 1, 21, 5]"
5132,"[358, 230, 99, 439, 8]","[6, 6, 7, 18, 5]"
15857,"[153, 231, 232, 117, 439]","[1, 5, 5, 5, 18]"
40728,"[207, 188, 4, 361]","[5, 21, 4, 5]"
72834,"[90, 20, 18, 55]","[9, 7, 7, 7]"
23952,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
60756,"[267, 15, 99, 129, 98, 19, 131, 74, 138, 122, 246, 330, 31, 12, 132, 18, 22]","[7, 7, 7, 7, 7, 7, 7, 11, 7, 11, 8, 7, 7, 7, 7, 7, 11]"
25992,"[74, 91, 99, 94]","[11, 13, 7, 3]"
66742,"[7, 45, 13, 172]","[5, 1, 8, 8]"
43625,"[282, 71, 19, 98]","[3, 11, 7, 7]"
45007,"[207, 572, 543, 1, 361]","[5, 5, 1, 1, 5]"
4471,"[372, 359, 5, 114, 45, 133, 199]","[18, 5, 1, 18, 1, 7, 1]"
34070,"[84, 559, 700, 102, 14, 439, 317]","[5, 3, 5, 10, 8, 18, 4]"
61816,"[113, 123, 30, 125, 267, 491]","[12, 12, 12, 12, 7, 12]"
1685,"[428, 211, 94, 34, 141]","[13, 4, 3, 1, 10]"
38111,"[526, 91, 231, 439]","[11, 13, 5, 18]"
35285,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
26761,"[12, 49, 157, 63]","[7, 9, 2, 9]"
29189,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
33674,"[114, 358, 37, 19, 18]","[18, 6, 12, 7, 7]"
21542,"[404, 516, 139, 602]","[13, 2, 15, 4]"
38096,"[256, 319, 469, 570]","[10, 10, 5, 18]"
60468,"[120, 358, 551, 330, 518, 372, 236, 189, 8, 505, 313, 138, 497, 618, 215, 419]","[9, 6, 6, 7, 15, 18, 6, 5, 5, 5, 7, 7, 5, 4, 12, 4]"
81982,"[133, 259, 645, 186, 303]","[7, 6, 9, 11, 16]"
32314,"[826, 950, 873, 944, 943, 733, 942, 793, 948, 947, 949]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
49049,"[207, 240, 220, 361]","[5, 13, 4, 5]"
6810,"[233, 55, 50, 138, 19]","[7, 7, 7, 7, 7]"
35162,"[826, 950, 793, 948, 949, 947, 733, 873, 942, 943, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
71110,"[445, 11, 52, 358]","[10, 7, 10, 6]"
35232,"[22, 151, 283, 348]","[11, 17, 7, 7]"
23772,"[91, 261, 431, 222, 362, 301]","[13, 5, 1, 19, 15, 9]"
19428,"[19, 47, 10, 12, 99, 170, 132, 269, 31, 44, 145, 55, 241]","[7, 7, 6, 7, 7, 7, 7, 7, 7, 9, 7, 7, 7]"
33892,"[123, 230, 314, 84, 627, 559]","[12, 6, 9, 5, 5, 3]"
80345,"[750, 443, 807, 1243, 883]","[13, 18, 8, 13, 8]"
66370,"[358, 532, 44, 214, 123, 531]","[6, 9, 9, 9, 12, 9]"
74397,"[148, 106, 154, 13, 14, 5]","[5, 5, 1, 8, 8, 1]"
29570,"[63, 211, 287, 200, 193, 18, 387, 675]","[9, 4, 4, 4, 4, 7, 9, 4]"
38100,"[44, 358, 150, 439, 382]","[9, 6, 6, 18, 9]"
37889,"[142, 5, 372, 110, 439]","[15, 1, 18, 12, 18]"
29899,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
56370,"[171, 367, 399, 57, 366, 151, 359, 357]","[17, 19, 13, 5, 19, 17, 5, 3]"
7076,"[44, 258, 111, 260, 18, 15, 115, 30]","[9, 9, 9, 9, 7, 7, 9, 12]"
4382,"[14, 192, 203, 193, 349, 391, 78, 407, 194, 65]","[8, 10, 4, 4, 13, 3, 13, 3, 17, 9]"
61726,"[449, 176, 15, 13, 19, 14, 119]","[7, 7, 7, 8, 7, 8, 8]"
3599,"[14, 18, 71, 109]","[8, 7, 11, 2]"
6259,"[288, 110, 250, 354, 421, 427]","[1, 12, 8, 12, 17, 17]"
75478,"[7, 811, 5, 90]","[5, 3, 1, 9]"
51587,"[149, 230, 22, 24, 358]","[7, 6, 11, 7, 6]"
75742,"[13, 119, 2, 182]","[8, 8, 2, 8]"
58150,"[18, 19, 15, 189, 23, 47, 58, 5, 79, 30, 117]","[7, 7, 7, 5, 7, 7, 2, 1, 1, 12, 5]"
10627,"[18, 20, 31, 220, 287, 255, 182]","[7, 7, 7, 4, 4, 5, 8]"
14012,"[15, 516, 20, 18]","[7, 2, 7, 7]"
20499,"[410, 102, 159, 223, 156]","[6, 10, 5, 1, 1]"
26997,"[261, 421, 445, 189, 96, 349, 47, 3, 457, 473]","[5, 17, 10, 5, 5, 13, 7, 3, 5, 18]"
6113,"[12, 138, 317, 31, 179, 439, 11, 18, 74]","[7, 7, 4, 7, 7, 18, 7, 7, 11]"
69481,"[5, 611, 34, 153, 109]","[1, 19, 1, 1, 2]"
32330,"[68, 595, 176, 86, 27, 417, 59, 315, 329]","[5, 15, 7, 1, 7, 6, 3, 9, 6]"
70713,"[231, 141, 379, 624, 570]","[5, 10, 10, 10, 18]"
35115,"[820, 877, 948, 793]","[13, 13, 13, 13]"
17264,"[120, 123, 258, 112, 532, 315, 44]","[9, 12, 9, 9, 9, 9, 9]"
72888,"[348, 15, 30, 90, 308]","[7, 7, 12, 9, 2]"
27811,"[329, 12, 283, 5, 123, 358, 31, 28, 15, 43, 434, 74, 269, 57, 47, 359, 18, 19]","[6, 7, 7, 1, 12, 6, 7, 7, 7, 7, 6, 11, 7, 5, 7, 5, 7, 7]"
60083,"[18, 43, 15, 99]","[7, 7, 7, 7]"
10276,"[348, 15, 19, 428]","[7, 7, 7, 13]"
75405,"[243, 110, 529, 205, 12, 347, 329, 174, 13]","[10, 12, 12, 3, 7, 9, 6, 9, 8]"
17447,"[873, 942, 733, 943, 944]","[13, 13, 13, 13, 13]"
1237,"[110, 63, 112, 111, 293]","[12, 9, 9, 9, 7]"
29080,"[264, 3, 32, 316, 9]","[9, 3, 13, 3, 3]"
45169,"[358, 176, 230, 24]","[6, 7, 6, 7]"
21743,"[263, 228, 220, 52, 256]","[19, 5, 4, 10, 10]"
29720,"[206, 187, 204, 102, 305, 315, 372, 207, 117, 250, 319, 436, 439, 128, 443, 321, 418, 243, 291, 409, 465, 477, 4, 144, 273, 10, 155, 460, 309]","[18, 9, 9, 10, 9, 9, 18, 5, 5, 8, 10, 10, 18, 1, 18, 13, 9, 10, 7, 9, 13, 9, 4, 15, 20, 6, 1, 5, 5]"
80507,"[106, 30, 178, 120]","[5, 12, 12, 9]"
771,"[50, 268, 27, 570, 347, 178, 115, 19, 15, 9]","[7, 9, 7, 18, 9, 12, 9, 7, 7, 3]"
55312,"[90, 13, 109, 19, 189, 58]","[9, 8, 2, 7, 5, 2]"
55767,"[47, 139, 18, 20]","[7, 15, 7, 7]"
38092,"[316, 94, 296, 63, 184]","[3, 3, 3, 9, 18]"
10341,"[30, 329, 358, 551]","[12, 6, 6, 6]"
60902,"[79, 13, 7, 230, 23, 19, 34, 122, 357, 146, 178, 407, 18, 130, 121, 124, 166, 22, 677, 73, 291, 522]","[1, 8, 5, 6, 7, 7, 1, 11, 3, 15, 12, 3, 7, 11, 9, 12, 9, 11, 1, 11, 7, 1]"
30179,"[41, 39, 29, 14]","[12, 12, 12, 8]"
74066,"[138, 170, 19, 69, 79]","[7, 7, 7, 7, 1]"
43011,"[23, 231, 207, 439]","[7, 5, 5, 18]"
22605,"[733, 942, 943, 944, 873]","[13, 13, 13, 13, 13]"
38194,"[231, 66, 215, 230, 439]","[5, 12, 12, 6, 18]"
22851,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
36157,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
2959,"[138, 149, 55, 19, 241, 18]","[7, 7, 7, 7, 7, 7]"
7104,"[109, 43, 296, 127]","[2, 7, 3, 4]"
46107,"[496, 648, 630, 522, 543]","[1, 1, 1, 1, 1]"
73822,"[258, 474, 65, 123, 133, 645]","[9, 9, 9, 12, 7, 9]"
45775,"[123, 22, 130, 12, 256, 30]","[12, 11, 11, 7, 10, 12]"
54417,"[13, 826, 950, 793, 948, 949, 947]","[8, 13, 13, 13, 13, 13, 13]"
33581,"[63, 15, 114, 8, 439]","[9, 7, 18, 5, 18]"
69776,"[138, 20, 18, 175]","[7, 7, 7, 7]"
6775,"[230, 10, 358, 18, 15]","[6, 6, 6, 7, 7]"
4389,"[431, 140, 630, 79, 128]","[1, 19, 1, 1, 1]"
9533,"[361, 783, 890, 24]","[5, 14, 5, 7]"
72356,"[292, 490, 345, 264, 594]","[5, 9, 9, 9, 4]"
7815,"[27, 304, 120, 5, 45]","[7, 7, 9, 1, 1]"
50499,"[207, 171, 4, 225, 361]","[5, 17, 4, 17, 5]"
33876,"[358, 114, 47, 137, 84, 149, 272, 230, 559, 741, 627, 30, 50, 56, 215, 439, 166]","[6, 18, 7, 7, 5, 7, 7, 6, 3, 5, 5, 12, 7, 7, 12, 18, 9]"
18918,"[119, 49, 158, 248]","[8, 9, 8, 8]"
28710,"[15, 43, 98, 55]","[7, 7, 7, 7]"
58526,"[26, 15, 50, 170]","[7, 7, 7, 7]"
61292,"[42, 43, 5, 68, 516, 408, 13]","[7, 7, 1, 5, 2, 3, 8]"
76324,"[469, 3, 316, 93]","[5, 3, 3, 3]"
55482,"[45, 18, 22, 12, 55]","[1, 7, 11, 7, 7]"
18620,"[942, 733, 873, 944, 943]","[13, 13, 13, 13, 13]"
80187,"[336, 30, 138, 64, 271, 166, 215, 354, 177, 178, 66, 13]","[9, 12, 7, 12, 12, 9, 12, 12, 11, 12, 12, 8]"
6039,"[263, 5, 517, 602, 15]","[19, 1, 9, 4, 7]"
7707,"[193, 287, 91, 243]","[4, 4, 13, 10]"
17080,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
49621,"[207, 926, 581, 171, 361, 519, 590]","[5, 19, 1, 17, 5, 1, 1]"
18404,"[113, 283, 330, 30]","[12, 7, 7, 12]"
46701,"[207, 288, 27, 361]","[5, 1, 7, 5]"
41567,"[143, 258, 49, 36, 333, 288, 123, 244, 172, 159]","[15, 9, 9, 11, 9, 1, 12, 9, 8, 5]"
49269,"[207, 325, 237, 361]","[5, 4, 18, 5]"
32401,"[826, 950, 793, 948, 947, 949, 944]","[13, 13, 13, 13, 13, 13, 13]"
